image_path,label
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\1882.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\2992.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5219.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1872.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\1342.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5645.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9764.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1502.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1256.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2799.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\739.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\338.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\3215.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\3833.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\862.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1464.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\1240.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9307.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\606.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\3925.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\5576.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\556.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\5175.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\3322.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5515.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\3724.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\2076.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4986.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\5717.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\2238.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\2050.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\1801.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9101.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\7616.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\737.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\5281.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\4396.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\2959.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1598.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\2358.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\3151.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\1859.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\4228.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\3935.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\3347.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\4226.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4595.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\4083.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\1127.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\1147.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1285.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\4181.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\3557.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6681.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4913.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\1891.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\3546.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\2741.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5931.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1932.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\5628.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9423.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\3465.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\1797.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\908.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9945.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1066.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\3768.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2981.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\2404.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6035.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\3317.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\1112.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\631.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\3018.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\2937.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5985.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6032.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\744.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1214.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\2564.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\8773.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\824.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\3999.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\1998.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\2839.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\1102.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\5424.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\1331.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\2522.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\6409.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\3204.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\2032.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4073.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\812.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\2683.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\3382.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5313.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4035.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\4413.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6371.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\1104.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9125.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\3041.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\3913.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\7833.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\1952.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\4227.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\6171.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\929.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\4155.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6988.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\282.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\2731.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\5527.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9570.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\7402.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1270.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\603.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\4398.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5131.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\1588.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\2233.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\681.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\1991.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1641.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\3388.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6029.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4292.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\2253.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\6122.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4669.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\7288.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\1273.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4140.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\2994.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\2133.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5556.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\3138.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1297.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\3508.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\10338.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\8795.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\2469.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\4518.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5589.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5421.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\3569.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\6026.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\6822.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6106.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6874.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\5776.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\10305.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\3662.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6040.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\1696.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\7646.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4600.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\1939.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2777.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\962.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\3904.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\1840.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2318.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\2589.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\4065.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\1601.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5809.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\2898.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4327.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\4639.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6501.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\3491.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2400.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\2073.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5478.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\3074.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\2906.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\1624.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\426.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\4756.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\416.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4231.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\361.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5442.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\518.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\9764.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\4121.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\2374.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1707.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1135.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\1286.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\1474.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\5730.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4999.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\3249.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\240.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4969.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\3165.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1139.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4374.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1258.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2634.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\4791.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\4006.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\2548.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\10422.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\6195.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2896.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\1998.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\2685.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\4252.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2562.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5498.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\3237.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\2020.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\1913.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5008.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\4540.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\2255.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6422.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1045.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\2576.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\6058.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1346.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4837.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\4891.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\893.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\1933.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\3373.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\scissor\1791.jpg,scissor
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\3836.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\9618.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\760.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\1055.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4439.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\4969.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\7148.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\1473.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\854.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\1700.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\2018.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\2255.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\395.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\5702.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\4376.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\4736.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\452.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\4886.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\2570.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\1922.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\2088.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6888.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1306.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\1079.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4739.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\10132.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\paper\4375.jpg,paper
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\3381.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\thumbs\4497.jpg,thumbs
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\6389.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\6212.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\6048.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\up\9377.jpg,up
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\2040.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\3686.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\3941.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\okay\5839.jpg,okay
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\539.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\6405.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\fingers_crossed\1724.jpg,fingers_crossed
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5511.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock_on\5948.jpg,rock_on
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\1105.jpg,peace
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\3746.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\2084.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\rock\1645.jpg,rock
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\call_me\5701.jpg,call_me
E:\lectures_and_books\Subjects\deep\ResNet\archive\HandGesture\images\peace\728.jpg,peace
